:START_ID,:END_ID,:TYPE
1,92,AT_MERCHANT
2,225,AT_MERCHANT
3,320,AT_MERCHANT
4,319,AT_MERCHANT
5,65,AT_MERCHANT
6,198,AT_MERCHANT
7,240,AT_MERCHANT
8,355,AT_MERCHANT
9,346,AT_MERCHANT
10,297,AT_MERCHANT
11,5,AT_MERCHANT
12,128,AT_MERCHANT
13,341,AT_MERCHANT
14,268,AT_MERCHANT
15,147,AT_MERCHANT
16,227,AT_MERCHANT
17,299,AT_MERCHANT
18,324,AT_MERCHANT
19,6,AT_MERCHANT
20,211,AT_MERCHANT
21,8,AT_MERCHANT
22,215,AT_MERCHANT
23,87,AT_MERCHANT
24,258,AT_MERCHANT
25,192,AT_MERCHANT
26,303,AT_MERCHANT
27,359,AT_MERCHANT
28,121,AT_MERCHANT
29,64,AT_MERCHANT
30,306,AT_MERCHANT
31,322,AT_MERCHANT
32,135,AT_MERCHANT
33,94,AT_MERCHANT
34,179,AT_MERCHANT
35,36,AT_MERCHANT
36,306,AT_MERCHANT
37,363,AT_MERCHANT
38,195,AT_MERCHANT
39,274,AT_MERCHANT
40,126,AT_MERCHANT
41,287,AT_MERCHANT
42,134,AT_MERCHANT
43,277,AT_MERCHANT
44,181,AT_MERCHANT
45,48,AT_MERCHANT
46,313,AT_MERCHANT
47,183,AT_MERCHANT
48,199,AT_MERCHANT
49,125,AT_MERCHANT
50,11,AT_MERCHANT
51,66,AT_MERCHANT
52,170,AT_MERCHANT
53,328,AT_MERCHANT
54,203,AT_MERCHANT
55,207,AT_MERCHANT
56,280,AT_MERCHANT
57,228,AT_MERCHANT
58,196,AT_MERCHANT
59,205,AT_MERCHANT
60,314,AT_MERCHANT
61,67,AT_MERCHANT
62,18,AT_MERCHANT
63,76,AT_MERCHANT
64,38,AT_MERCHANT
65,29,AT_MERCHANT
66,254,AT_MERCHANT
67,274,AT_MERCHANT
68,256,AT_MERCHANT
69,182,AT_MERCHANT
70,337,AT_MERCHANT
71,215,AT_MERCHANT
72,67,AT_MERCHANT
73,191,AT_MERCHANT
74,53,AT_MERCHANT
75,108,AT_MERCHANT
76,292,AT_MERCHANT
77,247,AT_MERCHANT
78,79,AT_MERCHANT
79,19,AT_MERCHANT
80,192,AT_MERCHANT
81,114,AT_MERCHANT
82,204,AT_MERCHANT
83,50,AT_MERCHANT
84,342,AT_MERCHANT
85,207,AT_MERCHANT
86,329,AT_MERCHANT
87,11,AT_MERCHANT
88,231,AT_MERCHANT
89,240,AT_MERCHANT
90,170,AT_MERCHANT
91,28,AT_MERCHANT
92,277,AT_MERCHANT
93,12,AT_MERCHANT
94,194,AT_MERCHANT
95,344,AT_MERCHANT
96,197,AT_MERCHANT
97,259,AT_MERCHANT
98,122,AT_MERCHANT
99,264,AT_MERCHANT
100,125,AT_MERCHANT
101,298,AT_MERCHANT
102,154,AT_MERCHANT
103,42,AT_MERCHANT
104,321,AT_MERCHANT
105,250,AT_MERCHANT
106,125,AT_MERCHANT
107,255,AT_MERCHANT
108,324,AT_MERCHANT
109,241,AT_MERCHANT
110,306,AT_MERCHANT
111,274,AT_MERCHANT
112,234,AT_MERCHANT
113,9,AT_MERCHANT
114,345,AT_MERCHANT
115,79,AT_MERCHANT
116,309,AT_MERCHANT
117,149,AT_MERCHANT
118,76,AT_MERCHANT
119,81,AT_MERCHANT
120,296,AT_MERCHANT
121,123,AT_MERCHANT
122,91,AT_MERCHANT
123,86,AT_MERCHANT
124,200,AT_MERCHANT
125,353,AT_MERCHANT
126,96,AT_MERCHANT
127,175,AT_MERCHANT
128,282,AT_MERCHANT
129,141,AT_MERCHANT
130,252,AT_MERCHANT
131,4,AT_MERCHANT
132,11,AT_MERCHANT
133,112,AT_MERCHANT
134,140,AT_MERCHANT
135,247,AT_MERCHANT
136,163,AT_MERCHANT
137,80,AT_MERCHANT
138,4,AT_MERCHANT
139,360,AT_MERCHANT
140,248,AT_MERCHANT
141,94,AT_MERCHANT
142,72,AT_MERCHANT
143,330,AT_MERCHANT
144,144,AT_MERCHANT
145,89,AT_MERCHANT
146,334,AT_MERCHANT
147,140,AT_MERCHANT
148,18,AT_MERCHANT
149,305,AT_MERCHANT
150,232,AT_MERCHANT
151,217,AT_MERCHANT
152,184,AT_MERCHANT
153,113,AT_MERCHANT
154,309,AT_MERCHANT
155,170,AT_MERCHANT
156,19,AT_MERCHANT
157,135,AT_MERCHANT
158,321,AT_MERCHANT
159,303,AT_MERCHANT
160,251,AT_MERCHANT
161,171,AT_MERCHANT
162,37,AT_MERCHANT
163,158,AT_MERCHANT
164,224,AT_MERCHANT
165,315,AT_MERCHANT
166,21,AT_MERCHANT
167,79,AT_MERCHANT
168,190,AT_MERCHANT
169,225,AT_MERCHANT
170,289,AT_MERCHANT
171,53,AT_MERCHANT
172,299,AT_MERCHANT
173,123,AT_MERCHANT
174,227,AT_MERCHANT
175,268,AT_MERCHANT
176,288,AT_MERCHANT
177,135,AT_MERCHANT
178,52,AT_MERCHANT
179,37,AT_MERCHANT
180,312,AT_MERCHANT
181,296,AT_MERCHANT
182,305,AT_MERCHANT
183,154,AT_MERCHANT
184,263,AT_MERCHANT
185,247,AT_MERCHANT
186,134,AT_MERCHANT
187,230,AT_MERCHANT
188,75,AT_MERCHANT
189,353,AT_MERCHANT
190,327,AT_MERCHANT
191,70,AT_MERCHANT
192,268,AT_MERCHANT
193,291,AT_MERCHANT
194,349,AT_MERCHANT
195,330,AT_MERCHANT
196,314,AT_MERCHANT
197,91,AT_MERCHANT
198,111,AT_MERCHANT
199,189,AT_MERCHANT
200,203,AT_MERCHANT
201,331,AT_MERCHANT
202,104,AT_MERCHANT
203,317,AT_MERCHANT
204,309,AT_MERCHANT
205,270,AT_MERCHANT
206,301,AT_MERCHANT
207,242,AT_MERCHANT
208,288,AT_MERCHANT
209,39,AT_MERCHANT
210,35,AT_MERCHANT
211,77,AT_MERCHANT
212,283,AT_MERCHANT
213,114,AT_MERCHANT
214,295,AT_MERCHANT
215,358,AT_MERCHANT
216,41,AT_MERCHANT
217,266,AT_MERCHANT
218,198,AT_MERCHANT
219,244,AT_MERCHANT
220,171,AT_MERCHANT
221,314,AT_MERCHANT
222,203,AT_MERCHANT
223,195,AT_MERCHANT
224,236,AT_MERCHANT
225,362,AT_MERCHANT
226,20,AT_MERCHANT
227,100,AT_MERCHANT
228,241,AT_MERCHANT
229,89,AT_MERCHANT
230,274,AT_MERCHANT
231,182,AT_MERCHANT
232,65,AT_MERCHANT
233,23,AT_MERCHANT
234,55,AT_MERCHANT
235,125,AT_MERCHANT
236,257,AT_MERCHANT
237,215,AT_MERCHANT
238,10,AT_MERCHANT
239,57,AT_MERCHANT
240,348,AT_MERCHANT
241,87,AT_MERCHANT
242,262,AT_MERCHANT
243,304,AT_MERCHANT
244,209,AT_MERCHANT
245,57,AT_MERCHANT
246,263,AT_MERCHANT
247,80,AT_MERCHANT
248,158,AT_MERCHANT
249,243,AT_MERCHANT
250,2,AT_MERCHANT
251,206,AT_MERCHANT
252,18,AT_MERCHANT
253,73,AT_MERCHANT
254,46,AT_MERCHANT
255,30,AT_MERCHANT
256,310,AT_MERCHANT
257,58,AT_MERCHANT
258,179,AT_MERCHANT
259,133,AT_MERCHANT
260,13,AT_MERCHANT
261,130,AT_MERCHANT
262,215,AT_MERCHANT
263,57,AT_MERCHANT
264,275,AT_MERCHANT
265,12,AT_MERCHANT
266,238,AT_MERCHANT
267,147,AT_MERCHANT
268,354,AT_MERCHANT
269,300,AT_MERCHANT
270,200,AT_MERCHANT
271,340,AT_MERCHANT
272,228,AT_MERCHANT
273,103,AT_MERCHANT
274,215,AT_MERCHANT
275,346,AT_MERCHANT
276,133,AT_MERCHANT
277,304,AT_MERCHANT
278,269,AT_MERCHANT
279,106,AT_MERCHANT
280,228,AT_MERCHANT
281,243,AT_MERCHANT
282,242,AT_MERCHANT
283,171,AT_MERCHANT
284,34,AT_MERCHANT
285,176,AT_MERCHANT
286,294,AT_MERCHANT
287,339,AT_MERCHANT
288,59,AT_MERCHANT
289,287,AT_MERCHANT
290,151,AT_MERCHANT
291,71,AT_MERCHANT
292,1,AT_MERCHANT
293,349,AT_MERCHANT
294,276,AT_MERCHANT
295,15,AT_MERCHANT
296,284,AT_MERCHANT
